QID|QLink|QHeader
71932070|/questions/71932070/singularity-importerror-cannot-import-name-semlock-from-multiprocessing|Singularity ImportError: cannot import name 'SemLock' from '_multiprocessing'
71900767|/questions/71900767/speeding-up-pytorch-operations-for-custom-message-dropout|Speeding up pytorch operations for custom message dropout
71850764|/questions/71850764/pandas-column-of-string-array-to-long-tensor|Pandas column of string array to Long tensor
71836862|/questions/71836862/text-file-writing-next-line-starting-from-last-value|Text file writing: next line starting from last value
71817778|/questions/71817778/randomlinksplit-not-working-with-heterodata|RandomLinkSplit not working with HeteroData
71767789|/questions/71767789/torch-geometric-installation-failure-oserror-libcusparse-so-10-cannot-open-sh|torch-geometric installation failure: OSError: libcusparse.so.10: cannot open shared object file: No such file or directory
71690955|/questions/71690955/obtain-cross-edge-index-that-fully-connect-nodes-of-corresponding-graphs-in-two|Obtain cross edge index that fully connect nodes of corresponding graphs in two different DataBatch
71690457|/questions/71690457/how-to-convert-a-pytorch-geometric-heterogenous-graph-to-a-networkx-graph-for-vi|How to convert a PyTorch Geometric Heterogenous Graph to a NetworkX graph for visualization?
71608701|/questions/71608701/pytorch-memory-efficient-attention-computation-in-graph-attention-network-gat|PyTorch: memory-efficient attention computation in graph attention network (GAT)
71574404|/questions/71574404/pytorch-difference-between-using-gat-dropout-and-torch-nn-functional-dropout-l|/Pytorch: Difference between using GAT dropout and torch.nn.functional.dropout layer?
71441535|/questions/71441535/clarification-on-understanding-the-node-and-edge-index|Clarification on understanding the node and edge index
71414320|/questions/71414320/pytorch-geometric-directed-graph-shows-wrong-number-of-edges-when-converted-to-n|PyTorch Geometric directed graph shows wrong number of edges when converted to NetworkX undirected format
71398780|/questions/71398780/processing-large-dataset|Processing large dataset
71397731|/questions/71397731/successfully-installed-pyg-but-couldnt-import|Successfully installed pyg but couldn't import
71316807|/questions/71316807/diffrent-node-number-in-mini-batch|Diffrent node number in mini_batch
71306481|/questions/71306481/can-you-get-the-max-over-tensors-with-different-dimensions-using-pytorch|Can you get the max over tensors with different dimensions using pytorch?
71277741|/questions/71277741/difference-between-pooling-and-global-pooling-in-torch-geometric-nn|Difference between pooling and global pooling in torch_geometric.nn
71253388|/questions/71253388/i-used-a-hash-function-with-tuple-but-it-doesnt-work|I used a hash function with tuple, but it doesn't work
71208404|/questions/71208404/pytorch-geometric-loading-in-a-series-of-graphs-from-a-csv|Pytorch Geometric Loading in a series of Graphs from a .csv
71131811|/questions/71131811/how-to-correct-when-accuracy-equals-f1-in-torch-lightning-for-binary-classificat|How to correct when Accuracy equals F1 in Torch Lightning for binary classification?
71123148|/questions/71123148/pytorch-geometric-datasets|Pytorch Geometric Datasets
71088098|/questions/71088098/any-method-to-transform-dgl-heterograph-to-torch-geometric-graph|Any method to transform 'DGL.heterograph' to 'torch_geometric' graph?
71016689|/questions/71016689/gnn-permutation-invariance-to-input-data|GNN Permutation Invariance to Input Data?
71014711|/questions/71014711/regarding-running-pytorch-geometric-functions-in-google-colab|Regarding running PyTorch Geometric functions in Google Colab
71011514|/questions/71011514/converting-a-pyg-graph-to-a-networkx-graph|Converting a PyG graph to a NetworkX graph
71011135|/questions/71011135/is-it-possible-to-run-scatter-matmul-in-pytorch|Is it possible to run scatter matmul in pytorch?
71005179|/questions/71005179/running-python-codes-with-cuda-support-in-google-colab|Running Python codes with cuda support in Google Colab
70950706|/questions/70950706/assertionerror-in-torch-geometric-nn-gatconv|AssertionError in torch_geometric.nn.GATConv
70905627|/questions/70905627/graph-autoencoder-with-pytorch-geometric|Graph Autoencoder with PyTorch-Geometric
70844354|/questions/70844354/torch-geometric-runtimeerror-mat1-and-mat2-shapes-cannot-be-multiplied-1479x|Torch Geometric - RuntimeError: mat1 and mat2 shapes cannot be multiplied (1479x1 and 1479x1024)
70686721|/questions/70686721/spectral-norm-on-gcnconv-module|spectral_norm on GCNConv module
70644362|/questions/70644362/pytorch-how-can-i-train-predict-only-for-a-subset-of-nodes-in-gnn|Pytorch: how can I train/predict only for a subset of nodes in GNN
70627421|/questions/70627421/how-to-retain-node-ordering-when-converting-graph-from-networkx-to-pytorch-geome|How to retain node ordering when converting graph from networkx to pytorch geometric?
70571842|/questions/70571842/errors-using-pytorch-geometric-with-torchdyn|Errors using Pytorch Geometric with TorchDyn
70467355|/questions/70467355/pytorch-runtimeerror-expected-scalar-type-long-but-found-float-pytorch-geome|PyTorch: 'RuntimeError: expected scalar type Long but found Float' pytorch geometric error
70452465|/questions/70452465/how-to-load-in-graph-from-networkx-into-pytorch-geometric-and-set-node-features|How to load in graph from networkx into PyTorch geometric and set node features and labels?
70419992|/questions/70419992/how-to-batch-a-nested-list-of-graphs-in-pytorch-geometric|How to batch a nested list of graphs in pytorch geometric
70370574|/questions/70370574/how-do-i-use-weights-in-heterogenous-graphs-in-pytorch-geometric|How do I use weights in heterogenous graphs in Pytorch Geometric?
70325327|/questions/70325327/how-to-download-an-older-version-of-pytorch-geometric-in-google-colab|How to download an older version of PyTorch Geometric in Google Colab?
70205917|/questions/70205917/pytorch-geometric-expected-all-tensors-to-be-on-the-same-device-demo-code-not-w|Pytorch Geometric Expected all tensors to be on the same device [demo code not working]
70154005|/questions/70154005/what-are-the-elements-from-a-data-in-pytorch-geometric|What are the elements from a data in Pytorch Geometric?
70028389|/questions/70028389/pytorch-geometric-gnn-model-only-predict-one-label|Pytorch geometric GNN model only predict one label
70008715|/questions/70008715/pytorch-and-torch-scatter-were-compiled-with-different-cuda-versions-on-google-c|PyTorch and torch_scatter were compiled with different CUDA versions on Google Colab despite attempting to specify same version
69949824|/questions/69949824/how-to-use-variable-learning-rate-that-decreases-with-loss-using-pytorch-geometr|How to use variable learning rate that decreases with loss using pytorch-geometric?
69565890|/questions/69565890/what-is-the-difference-edge-weight-and-edge-attr-in-pytorch-geometric|What is the difference edge_weight and edge_attr in Pytorch Geometric
69549292|/questions/69549292/what-does-a-single-mean-in-pytorch-geometric-documents|"What does a single ""||"" mean in pytorch-geometric documents?"
69530150|/questions/69530150/google-colab-recent-error-oserror-libcudart-so-10-2-cannot-open-shared-object|Google Colab recent error: OSError: libcudart.so.10.2: cannot open shared object file: No such file or directory
69486204|/questions/69486204/error-in-pytorch-libcudart-so-10-2-cannot-open-shared-object-file-no-such-fi|Error in Pytorch : libcudart.so.10.2: cannot open shared object file: No such file or directory
69486046|/questions/69486046/google-colab-tutorial-on-gpu-oserror-libcudart-so-10-2-cannot-open-shared-ob|"Google colab tutorial on GPU: ""OSError: libcudart.so.10.2: cannot open shared object file: No such file or directory"""
69478259|/questions/69478259/problem-with-graph-neural-network-in-pytorch-geometric|Problem with Graph Neural Network in PyTorch Geometric
69364911|/questions/69364911/assert-batch-not-in-keys-and-ptr-not-in-keys|Assert batch not in keys and ptr not in keys
69261951|/questions/69261951/pytorch-geometric-runtimeerror-mat1-dim-1-must-match-mat2-dim-0|Pytorch Geometric; RuntimeError: mat1 dim 1 must match mat2 dim 0
69142105|/questions/69142105/reproducible-pytorch-model|Reproducible PyTorch Model
69091074|/questions/69091074/pytorch-geometric-sparse-adjacency-matrix-to-edge-index-tensor|Pytorch Geometric sparse adjacency matrix to edge index tensor
69060114|/questions/69060114/pytorch-geometric-how-to-explain-the-input-in-the-below-code-snippet|Pytorch geometric: how to explain the input in the below code-snippet?
69019682|/questions/69019682/training-mask-not-used-in-pytorch-geometric-when-inputting-data-to-train-model|Training mask not used in Pytorch-Geometric when inputting data to train model (Docs)
68943506|/questions/68943506/how-to-load-graphframe-pyspark-dataframe-into-pytorch-geometric-inmemorydatase|How to load GraphFrame/Pyspark DataFrame into Pytorch Geometric (InMemory)Dataset?
68840510|/questions/68840510/pytorch-geometric-how-to-create-a-small-temporary-dataset-in-a-colab-notebook-f|Pytorch Geometric: How to create a small temporary dataset in a colab notebook from a list of pytorch geometric data objects
68826086|/questions/68826086/pytorch-geometric-how-do-i-pass-the-2nd-or-3rd-arguments-to-from-networkx|Pytorch Geometric: How do I pass the 2nd or 3rd arguments to from_networkx?
68811117|/questions/68811117/importing-pytorch-geometric-results-in-an-error-message|Importing pytorch geometric results in an error message
68770260|/questions/68770260/is-there-a-way-to-extract-geometric-information-out-of-cad-model-for-feature-rec|Is there a way to extract geometric information out of cad model for feature recognition?
68731718|/questions/68731718/gnn-with-stable-baselines|GNN with Stable baselines
68614239|/questions/68614239/pytorch-geometric-gcn-autoencoder-with-flat-latent-space|PyTorch Geometric GCN Autoencoder with Flat Latent Space
68463905|/questions/68463905/pytorch-geometric-library-importerror-dll-load-failed-the-specified-procedure|pytorch-geometric library ImportError: DLL load failed: The specified procedure could not be found
68445026|/questions/68445026/dlopen-error-in-loading-pytorch-geometric|Dlopen error in loading pytorch geometric
68145649|/questions/68145649/what-is-the-node-dim-argument-referring-to-in-the-message-passing-class|What is the `node_dim` argument referring to in the message passing class?
67967014|/questions/67967014/how-can-i-get-torch-geometric-to-work-using-nix|How can I get torch-geometric to work using Nix?
67852432|/questions/67852432/pytorch-geometric-how-to-calculate-eigenvector-centrality|PyTorch Geometric how to calculate eigenvector centrality?
67787392|/questions/67787392/installation-problem-with-pytorchs-geometric-torch-scatter-produces-an-error|"Installation problem with PyTorch's Geometric. ""torch-scatter"" produces an error with exit status 1"
67378655|/questions/67378655/how-to-deal-with-the-unlabeled-nodes-in-pytorch-geometric|How to deal with the unlabeled nodes in Pytorch Geometric?
67296269|/questions/67296269/convert-pytorch-geometric-data-sample-to-its-corresponding-line-graph|Convert pytorch geometric data sample to its corresponding line graph
66913083|/questions/66913083/positive-and-negative-edges-in-train-test-split-edges-from-pytorch-geometric-pac|Positive and negative edges in train_test_split_edges from Pytorch geometric package
66788555|/questions/66788555/how-to-create-a-graph-neural-network-dataset-pytorch-geometric|How to create a graph neural network dataset? (pytorch geometric)
66285537|/questions/66285537/how-reformat-pytorch-geometric-dataloader-node-feature-output-in-batch-format|How reformat pytorch geometric DataLoader node feature output in batch format?
65949855|/questions/65949855/load-custom-knowledge-graph-data-to-pytorch-geometric|Load custom knowledge-graph data to pytorch geometric
65641765|/questions/65641765/manual-mini-batch-generation-for-pytorch-geometric|Manual mini-batch generation for PyTorch Geometric
65263666|/questions/65263666/how-to-convert-sparse-to-dense-adjacency-matrix|How to convert sparse to dense adjacency matrix?
65164783|/questions/65164783/how-to-transform-networkx-data-into-pytorch-geometric-data|How to transform networkx data into pytorch-geometric Data?
